datetime,tempmax,tempmin,temp,precip
"Wednesday, November 25, 2020",28,17.7,23.5,70.03
"Thursday, November 26, 2020",27,18.7,23.6,69.86
"Friday, November 27, 2020",28,18.5,23.5,71.92
"Saturday, November 28, 2020",28.7,19.7,23.4,71.17
"Sunday, November 29, 2020",30,21,24.5,67.66
"Monday, November 30, 2020",29,20,24.2,67.61
"Tuesday, December 1, 2020",28.9,18.9,23.9,69.59
"Wednesday, December 2, 2020",28.1,18.9,23.4,73.24
"Thursday, December 3, 2020",27.4,18.7,23,74.65
"Friday, December 4, 2020",29,19.4,24.8,65.94
"Saturday, December 5, 2020",27.1,18,22.9,77.42
"Sunday, December 6, 2020",28,20,24.2,77.44
"Monday, December 7, 2020",27.6,19.5,23.2,81.73
"Tuesday, December 8, 2020",27,19.4,22.6,84.39
"Wednesday, December 9, 2020",23,18,20.5,91.19
"Thursday, December 10, 2020",24,17.8,20.2,84.33
"Friday, December 11, 2020",22,17,19.6,84.37
"Saturday, December 12, 2020",24,17.5,20.3,81.8
"Sunday, December 13, 2020",24.8,17.2,21.3,82.77
"Monday, December 14, 2020",26,17.9,22.4,73.94
"Tuesday, December 15, 2020",25,17.2,21.1,79.24
"Wednesday, December 16, 2020",26.6,17.9,21.3,77.37
"Thursday, December 17, 2020",24.9,17,20.8,74.37
"Friday, December 18, 2020",25,17.4,20.9,69.6
"Saturday, December 19, 2020",24.2,16.3,20.3,62.4
"Sunday, December 20, 2020",24,15,19.5,73.06
"Monday, December 21, 2020",24.5,14,19.2,77.96
"Tuesday, December 22, 2020",24.2,13.4,18.8,76.74
"Wednesday, December 23, 2020",24.7,14.4,19.7,76.29
"Thursday, December 24, 2020",26.1,15.4,20.6,70.53
"Friday, December 25, 2020",25.7,15.9,19.7,71.37
"Saturday, December 26, 2020",26,15.8,20.5,66.75
"Sunday, December 27, 2020",24.2,14,19.2,69.05
"Monday, December 28, 2020",24.6,14,19.3,69.38
"Tuesday, December 29, 2020",25,15.4,20.5,64.93
"Wednesday, December 30, 2020",26,16,20.6,67.49
"Thursday, December 31, 2020",26.1,16,20.7,66.79
"Friday, January 1, 2021",26.5,14.7,19.9,70.1
"Saturday, January 2, 2021",25.4,15.5,20.1,66.6
"Sunday, January 3, 2021",26.6,15.7,21,69.38
"Monday, January 4, 2021",27.6,15.4,20.6,71.74
"Tuesday, January 5, 2021",28,15.5,21.4,70.1
"Wednesday, January 6, 2021",28.9,16.5,22.5,67.45
"Thursday, January 7, 2021",28.4,18.5,22.7,68.85
"Friday, January 8, 2021",29,18.1,23.4,66.15
"Saturday, January 9, 2021",27.1,19.5,22.3,73.16
"Sunday, January 10, 2021",27.6,17.8,22.2,70.99
"Monday, January 11, 2021",27.7,19.1,23.1,74.85
"Tuesday, January 12, 2021",26,18,22,72.1
"Wednesday, January 13, 2021",24,16.5,20.4,66.78
"Thursday, January 14, 2021",24.2,16,19.7,65.63
"Friday, January 15, 2021",26,14.1,19.6,65.39
"Saturday, January 16, 2021",27,14.3,19.5,70.82
"Sunday, January 17, 2021",24,14,19,78.83
"Monday, January 18, 2021",24,13.8,18.7,82.11
"Tuesday, January 19, 2021",24,16,19.4,84.2
"Wednesday, January 20, 2021",23.1,17,20.5,82.88
"Thursday, January 21, 2021",25.1,17,20,81.13
"Friday, January 22, 2021",24.1,15,19.4,80.81
"Saturday, January 23, 2021",24,14,18.9,84
"Sunday, January 24, 2021",24,15,18.9,85.13
"Monday, January 25, 2021",25,15,20.6,74.53
"Tuesday, January 26, 2021",25.1,17,20.2,74.02
"Wednesday, January 27, 2021",24,14,19,75.63
"Thursday, January 28, 2021",24,14,19.1,78.07
"Friday, January 29, 2021",25,15,19.3,78.99
"Saturday, January 30, 2021",25,16,20.8,68.17
"Sunday, January 31, 2021",25,14,19.7,67.45
"Monday, February 1, 2021",22,12,17,78.33
"Tuesday, February 2, 2021",24.1,15,18.5,74.05
"Wednesday, February 3, 2021",26.1,14,20,63.4
"Thursday, February 4, 2021",26,16,20.9,65.99
"Friday, February 5, 2021",28,17,22.6,68.7
"Saturday, February 6, 2021",28,17,22,69.13
"Sunday, February 7, 2021",26,18,21.3,67.41
"Monday, February 8, 2021",26,16,20.7,65.09
"Tuesday, February 9, 2021",29,16,21.9,64.21
"Wednesday, February 10, 2021",27,17,21.7,65.3
"Thursday, February 11, 2021",26,17,22.7,66.11
"Friday, February 12, 2021",26,20,22.9,66.85
"Saturday, February 13, 2021",27,18,22.4,66.95
"Sunday, February 14, 2021",28,17.1,21.8,63.98
"Monday, February 15, 2021",27,18,23.1,68.99
"Tuesday, February 16, 2021",27,19,23,71.77
"Wednesday, February 17, 2021",27,19,22.9,66.45
"Thursday, February 18, 2021",26,19,22.7,69.2
"Friday, February 19, 2021",28,19,24.1,65.17
"Saturday, February 20, 2021",27,21,24.2,64.75
"Sunday, February 21, 2021",31,20,24.6,62.35
"Monday, February 22, 2021",29.6,20,24,59.98
"Tuesday, February 23, 2021",29.6,17,23,61.14
"Wednesday, February 24, 2021",30.1,19,23.9,63.25
"Thursday, February 25, 2021",31.2,20.4,25,63.24
"Friday, February 26, 2021",31,21,25.8,63.85
"Saturday, February 27, 2021",32,22,26.3,60.33
"Sunday, February 28, 2021",33.2,22.7,27.5,64.42
"Monday, March 1, 2021",33,23.9,27.7,66.08
"Tuesday, March 2, 2021",31,18.4,26.8,63.27
"Wednesday, March 3, 2021",32,22,27.4,58.86
"Thursday, March 4, 2021",32,22,26.2,60.45
"Friday, March 5, 2021",32,22,26.8,63.07
"Saturday, March 6, 2021",33,22,27.4,65.68
"Sunday, March 7, 2021",31,23,27.3,66.59
"Monday, March 8, 2021",31,24,27.9,70.79
"Tuesday, March 9, 2021",31,26,27.7,64.67
"Wednesday, March 10, 2021",31,24,27.5,66.71
"Thursday, March 11, 2021",32,24,27.7,68.44
"Friday, March 12, 2021",33,25,29,65.88
"Saturday, March 13, 2021",33,25,28,69.14
"Sunday, March 14, 2021",31,23,26.8,62.91
"Monday, March 15, 2021",32,23,27.8,56.04
"Tuesday, March 16, 2021",33,23,28,62.02
"Wednesday, March 17, 2021",32,23,27.5,58.67
"Thursday, March 18, 2021",34,25,28.7,57.04
"Friday, March 19, 2021",32,26,28.7,60.03
"Saturday, March 20, 2021",34,24,29,59.33
"Sunday, March 21, 2021",35,24,29.2,60.61
"Monday, March 22, 2021",35,26,29.8,56.53
"Tuesday, March 23, 2021",34,25,29.8,56.66
"Wednesday, March 24, 2021",34,28,30.4,57.57
"Thursday, March 25, 2021",36,27,31,56.88
"Friday, March 26, 2021",36,26,30.4,56.31
"Saturday, March 27, 2021",35,26,30.1,53.35
"Sunday, March 28, 2021",35,25,30.3,52.54
"Monday, March 29, 2021",35,28,30.1,61.65
"Tuesday, March 30, 2021",33,27,29.4,69.41
"Wednesday, March 31, 2021",34,27,29.5,71.33
"Thursday, April 1, 2021",35,27,30.7,62.13
"Friday, April 2, 2021",35,27,30.9,57.98
"Saturday, April 3, 2021",34,29,30.8,60.29
"Sunday, April 4, 2021",35.1,22,28.8,65.7
"Monday, April 5, 2021",34,25,28.8,57.99
"Tuesday, April 6, 2021",34,25,29.1,53.23
"Wednesday, April 7, 2021",35,24,30.1,55.01
"Thursday, April 8, 2021",33,28,30,59.72
"Friday, April 9, 2021",34,26,29.8,67.25
"Saturday, April 10, 2021",34,27,30.3,65.64
"Sunday, April 11, 2021",34,27,30.4,63.62
"Monday, April 12, 2021",36,27,31.3,59.4
"Tuesday, April 13, 2021",36,28,31.7,57.59
"Wednesday, April 14, 2021",36,28,32.1,59.59
"Thursday, April 15, 2021",35,28,31.3,61.73
"Friday, April 16, 2021",35,27,30.5,64.09
"Saturday, April 17, 2021",33,24,29.5,62.66
"Sunday, April 18, 2021",35,27,30.7,60.25
"Monday, April 19, 2021",35,27,30.6,64.31
"Tuesday, April 20, 2021",36,27,31.4,61.72
"Wednesday, April 21, 2021",35,26,30.4,65.09
"Thursday, April 22, 2021",33,26,30.3,66.97
"Friday, April 23, 2021",34,27,30.3,62.36
"Saturday, April 24, 2021",36,28,31,57.97
"Sunday, April 25, 2021",36,28,31.8,56.81
"Monday, April 26, 2021",37,27,31.7,55.97
"Tuesday, April 27, 2021",37,29,33.4,53.6
"Wednesday, April 28, 2021",36.1,30,32.5,56.01
"Thursday, April 29, 2021",36,26,31,62.38
"Friday, April 30, 2021",37,28,32.1,55.3
"Saturday, May 1, 2021",35,26,30.5,63.92
"Sunday, May 2, 2021",33,26,30.7,62.87
"Monday, May 3, 2021",32,26,29,65.81
"Tuesday, May 4, 2021",33,27,29.2,68.39
"Wednesday, May 5, 2021",33,26,29.5,67.89
"Thursday, May 6, 2021",33,25,28.6,70.79
"Friday, May 7, 2021",35,25.1,29.9,66.96
"Saturday, May 8, 2021",34,27,30.2,62.17
"Sunday, May 9, 2021",35,28,30.4,60.76
"Monday, May 10, 2021",34,26,30.2,62.45
"Tuesday, May 11, 2021",29,25,27.1,78.79
"Wednesday, May 12, 2021",32,25,28.9,64.75
"Thursday, May 13, 2021",33,26,29,68.63
"Friday, May 14, 2021",34,25,29.3,65.67
"Saturday, May 15, 2021",36,27,30.5,64.65
"Sunday, May 16, 2021",35,26,29.7,69.84
"Monday, May 17, 2021",36,27,30.6,66.06
"Tuesday, May 18, 2021",35,28,30.3,72.52
"Wednesday, May 19, 2021",35,29,31.5,65.96
"Thursday, May 20, 2021",36,28,31.8,65
"Friday, May 21, 2021",36,27,31.6,63.37
"Saturday, May 22, 2021",36,27,32.5,60.09
"Sunday, May 23, 2021",36,30,33,60.17
"Monday, May 24, 2021",37,28,32.5,65.18
"Tuesday, May 25, 2021",35,27,29.7,76.53
"Wednesday, May 26, 2021",30,26,27.8,77.86
"Thursday, May 27, 2021",31,27,29,73.54
"Friday, May 28, 2021",33,28,30.1,71.78
"Saturday, May 29, 2021",34,29,31.3,66.14
"Sunday, May 30, 2021",34,27,30.7,70.99
"Monday, May 31, 2021",29,26,27.8,76.51
"Tuesday, June 1, 2021",31,25,28.3,80.9
"Wednesday, June 2, 2021",34,28,30.5,68.19
"Thursday, June 3, 2021",34,28,30.4,70.21
"Friday, June 4, 2021",35,28,31.1,67.06
"Saturday, June 5, 2021",30,26,28.1,77.39
"Sunday, June 6, 2021",31,27,28.3,79.4
"Monday, June 7, 2021",33,27,29.4,72.47
"Tuesday, June 8, 2021",32,27,29.3,74.74
"Wednesday, June 9, 2021",33,28,29,74.09
"Thursday, June 10, 2021",33,27,29.1,76.01
"Friday, June 11, 2021",33,26,29.1,76.8
"Saturday, June 12, 2021",32,27,29.4,71.86
"Sunday, June 13, 2021",33,27,29.4,70.16
"Monday, June 14, 2021",35,27,29.7,75.99
"Tuesday, June 15, 2021",32.4,26,28.7,76.91
"Wednesday, June 16, 2021",30,26,28.1,78.58
"Thursday, June 17, 2021",30,27,28.1,76.34
"Friday, June 18, 2021",29,26,27.5,84.52
"Saturday, June 19, 2021",28,26,26.8,85.73
"Sunday, June 20, 2021",29,25,27.3,78.84
"Monday, June 21, 2021",30,26,28.3,72.81
"Tuesday, June 22, 2021",29,26,27.8,83.97
"Wednesday, June 23, 2021",32.1,26,29.3,69.88
"Thursday, June 24, 2021",32,28,29.8,69.28
"Friday, June 25, 2021",32,27,29.5,71.4
"Saturday, June 26, 2021",32,27,29.6,69.6
"Sunday, June 27, 2021",33,28,30.6,69.8
"Monday, June 28, 2021",32,28,30,74.01
"Tuesday, June 29, 2021",31,26,27.8,80.71
"Wednesday, June 30, 2021",32,26,27.8,80.12
"Thursday, July 1, 2021",29,25,27.1,84.36
"Friday, July 2, 2021",29,26,26.9,88.48
"Saturday, July 3, 2021",31,26,28.2,76.77
"Sunday, July 4, 2021",31,26,28.1,82.34
"Monday, July 5, 2021",33,26,28.8,79.4
"Tuesday, July 6, 2021",32,27,29.5,68.96
"Wednesday, July 7, 2021",29,27,28.2,79.29
"Thursday, July 8, 2021",33,27,29.2,71.44
"Friday, July 9, 2021",34,27,29.8,70.39
"Saturday, July 10, 2021",33,27,29.5,74.32
"Sunday, July 11, 2021",33,27,30,68.32
"Monday, July 12, 2021",34,28,30.9,66.85
"Tuesday, July 13, 2021",34,28,30.1,70.75
"Wednesday, July 14, 2021",34,28,31.1,68.73
"Thursday, July 15, 2021",35,27,30.3,70.72
"Friday, July 16, 2021",32.1,28,30,74.07
"Saturday, July 17, 2021",32,28,29.9,74.48
"Sunday, July 18, 2021",32,26,28.5,79.26
"Monday, July 19, 2021",30,28,28.8,79.08
"Tuesday, July 20, 2021",32,26,28.8,81.59
"Wednesday, July 21, 2021",32,28,29.8,73.28
"Thursday, July 22, 2021",34,26,30.3,71.33
"Friday, July 23, 2021",31,28,29.1,73.69
"Saturday, July 24, 2021",30,27,28.6,77.67
"Sunday, July 25, 2021",35,26,29.6,74.06
"Monday, July 26, 2021",33,28,30.5,68.76
"Tuesday, July 27, 2021",33,27,30,73.16
"Wednesday, July 28, 2021",32,27,29.6,72.78
"Thursday, July 29, 2021",29,26,27.4,84.42
"Friday, July 30, 2021",30,26,27.9,79.98
"Saturday, July 31, 2021",30,27,29,75.7
"Sunday, August 1, 2021",31,28,29,77.61
"Monday, August 2, 2021",31,27,28.7,78.11
"Tuesday, August 3, 2021",34,28,30.3,71.72
"Wednesday, August 4, 2021",34,26,29.2,77.58
"Thursday, August 5, 2021",34,28,30.8,68.19
"Friday, August 6, 2021",33,27,29.7,75
"Saturday, August 7, 2021",32,27,28.8,78.75
"Sunday, August 8, 2021",33,28,29.4,76.75
"Monday, August 9, 2021",31,27,29.3,74.8
"Tuesday, August 10, 2021",32,28,29.8,74.02
"Wednesday, August 11, 2021",32,28,29.6,74.73
"Thursday, August 12, 2021",35,28,30.5,75.74
"Friday, August 13, 2021",32,27,29.3,79.01
"Saturday, August 14, 2021",33,27,29.5,76.38
"Sunday, August 15, 2021",32,28,30,73.3
"Monday, August 16, 2021",32,28,29.5,75.4
"Tuesday, August 17, 2021",31,27,28.4,77.83
"Wednesday, August 18, 2021",31,27,28.6,77.09
"Thursday, August 19, 2021",31,27,28.4,76.66
"Friday, August 20, 2021",31,27,28.8,75.58
"Saturday, August 21, 2021",32,28,29,76.98
"Sunday, August 22, 2021",35,28,31,66.72
"Monday, August 23, 2021",34,26,28.9,77.66
"Tuesday, August 24, 2021",34,26,29.2,79.09
"Wednesday, August 25, 2021",32,27,29.2,78.84
"Thursday, August 26, 2021",31,26,28.4,82.83
"Friday, August 27, 2021",32,28,29.4,76.74
"Saturday, August 28, 2021",34,28,30.4,71.14
"Sunday, August 29, 2021",31,28,29.2,75.19
"Monday, August 30, 2021",32,27,29.2,72.49
"Tuesday, August 31, 2021",32,28,29.8,73.48
"Wednesday, September 1, 2021",31,28,29.2,76.31
"Thursday, September 2, 2021",34,28,30,73.17
"Friday, September 3, 2021",34,28,30.2,71.49
"Saturday, September 4, 2021",32,28,30.1,72.8
"Sunday, September 5, 2021",33,29,30.6,70.32
"Monday, September 6, 2021",35,27,30.4,71.27
"Tuesday, September 7, 2021",32,28,29.8,73.14
"Wednesday, September 8, 2021",33,27,29.7,71.08
"Thursday, September 9, 2021",33,28,30.2,71.58
"Friday, September 10, 2021",34,28,31,67.88
"Saturday, September 11, 2021",35,28,31,69.95
"Sunday, September 12, 2021",36,28,31.9,61.34
"Monday, September 13, 2021",34,28,30.1,71.08
"Tuesday, September 14, 2021",31,27,28.9,78.63
"Wednesday, September 15, 2021",34,28,30.4,68.35
"Thursday, September 16, 2021",33,28,30,73.08
"Friday, September 17, 2021",32,28,29.3,75.32
"Saturday, September 18, 2021",34,27,29.2,76.92
"Sunday, September 19, 2021",31,27,28.8,77.57
"Monday, September 20, 2021",32,27,28.9,73.82
"Tuesday, September 21, 2021",32,27,28.3,78.01
"Wednesday, September 22, 2021",33,27,29.3,72.35
"Thursday, September 23, 2021",33,27,29.8,69.42
"Friday, September 24, 2021",34,27,30.9,64.78
"Saturday, September 25, 2021",33,28,29.9,72.02
"Sunday, September 26, 2021",36,28,30.7,70.12
"Monday, September 27, 2021",34,28,30.2,69.71
"Tuesday, September 28, 2021",33,26,28.8,75.79
"Wednesday, September 29, 2021",30,27,28.2,78.49
"Thursday, September 30, 2021",33,28,29.9,68.86
"Friday, October 1, 2021",34,28,30.8,66.59
"Saturday, October 2, 2021",34,28,31,65.17
"Sunday, October 3, 2021",33,27,29.9,72.18
"Monday, October 4, 2021",33,26,29.6,73.55
"Tuesday, October 5, 2021",32,27,28.4,78.74
"Wednesday, October 6, 2021",31,28,28.5,79.12
"Thursday, October 7, 2021",34,26,29.9,70.27
"Friday, October 8, 2021",33,27,30.2,70.13
"Saturday, October 9, 2021",33,27,30.2,70.98
"Sunday, October 10, 2021",34,28,30.8,69.44
"Monday, October 11, 2021",35,28,31.1,67.91
"Tuesday, October 12, 2021",35,28,30.8,68.28
"Wednesday, October 13, 2021",34,27,30,71.76
"Thursday, October 14, 2021",35,28,30.7,71.27
"Friday, October 15, 2021",35,28,30.8,67.47
"Saturday, October 16, 2021",35,27,30,73.35
"Sunday, October 17, 2021",34,27,30.2,73.26
"Monday, October 18, 2021",32,27,28,83.14
"Tuesday, October 19, 2021",29,25,27,85.15
"Wednesday, October 20, 2021",32,26,27.8,80.74
"Thursday, October 21, 2021",32,26,28.5,74.84
"Friday, October 22, 2021",32,26,28.4,68.43
"Saturday, October 23, 2021",32,26,28.7,69.42
"Sunday, October 24, 2021",32,25,28.5,68.75
"Monday, October 25, 2021",31,26,28.6,69.55
"Tuesday, October 26, 2021",34,24,28.5,69.58
"Wednesday, October 27, 2021",33,26,28.8,66.54
"Thursday, October 28, 2021",32,26,28.4,68.93
"Friday, October 29, 2021",33,25,28.9,65.29
"Saturday, October 30, 2021",32,25,28.5,65.47
"Sunday, October 31, 2021",33,24,28.6,53.16
"Monday, November 1, 2021",32,23,27.5,56.55
"Tuesday, November 2, 2021",31,24,27.1,61.95
"Wednesday, November 3, 2021",31,23,27,63.28
"Thursday, November 4, 2021",32.1,24,27.5,63.3
"Friday, November 5, 2021",32,22,26.9,61.96
"Saturday, November 6, 2021",31,22,26.6,60.54
"Sunday, November 7, 2021",31,23,26.6,63.75
"Monday, November 8, 2021",29,21,26.1,61.47
"Tuesday, November 9, 2021",30,22,26.4,61.89
"Wednesday, November 10, 2021",31,22,26.5,64.14
"Thursday, November 11, 2021",31,23,26.7,64.87
"Friday, November 12, 2021",29,25,26.8,66.58
"Saturday, November 13, 2021",27,24,25.1,78.63
"Sunday, November 14, 2021",26,22,23.5,78.43
"Monday, November 15, 2021",25,23,23.8,79.75
"Tuesday, November 16, 2021",32,21,25.1,70.6
"Wednesday, November 17, 2021",31,22,26,66.04
"Thursday, November 18, 2021",30,20,25.8,63.75
"Friday, November 19, 2021",30,21,25.5,63.45
"Saturday, November 20, 2021",30,22,25.5,62.43
"Sunday, November 21, 2021",30,22,26.1,63.42
"Monday, November 22, 2021",30,22,26,69.33
"Tuesday, November 23, 2021",30,20,25.8,73.04
"Wednesday, November 24, 2021",30,23,26.7,62.97
"Thursday, November 25, 2021",30,21,25.1,64.52
"Friday, November 26, 2021",30,21,25,63.15
"Saturday, November 27, 2021",29,21,24.5,66.68
"Sunday, November 28, 2021",29,17,24,65.49
"Monday, November 29, 2021",29.1,20,24.7,63.41
"Tuesday, November 30, 2021",30,19,24.1,65.75
"Wednesday, December 1, 2021",31,18.7,25.2,63.11
"Thursday, December 2, 2021",30,21,25.8,65.73
"Friday, December 3, 2021",29,19,25.1,61.79
"Saturday, December 4, 2021",27,21,24.4,68.28
"Sunday, December 5, 2021",24,22,23.1,80.47
"Monday, December 6, 2021",23,20,21.5,90.31
"Tuesday, December 7, 2021",26,21,23.2,80.49
"Wednesday, December 8, 2021",29,18,24.3,69.76
"Thursday, December 9, 2021",29,20,25,68.95
"Friday, December 10, 2021",28,22,24.7,65.3
"Saturday, December 11, 2021",28,19,23.6,65.65
"Sunday, December 12, 2021",27,21,23.4,69.6
"Monday, December 13, 2021",26,17,22,69.28
"Tuesday, December 14, 2021",26,17,22.2,70.06
"Wednesday, December 15, 2021",26,17,22.3,67.5
"Thursday, December 16, 2021",29,17,22.7,65.82
"Friday, December 17, 2021",28,19,23,70.21
"Saturday, December 18, 2021",27,17,21.9,70.74
"Sunday, December 19, 2021",27,18,21.6,66.07
"Monday, December 20, 2021",24,14,19.8,64.56
"Tuesday, December 21, 2021",25,15,20.3,67.82
"Wednesday, December 22, 2021",24,18,20.9,70.53
"Thursday, December 23, 2021",24,16,20.5,71.46
"Friday, December 24, 2021",26,17,21.6,69.05
"Saturday, December 25, 2021",26,17,22.3,64.8
"Sunday, December 26, 2021",27,17,22.2,66.04
"Monday, December 27, 2021",26,18,21.9,66.81
"Tuesday, December 28, 2021",26,16,21.8,66.61
"Wednesday, December 29, 2021",25,18,21.7,66.23
"Thursday, December 30, 2021",26,18,21.9,65
"Friday, December 31, 2021",27,17,22.4,59.98
"Saturday, January 1, 2022",25.5,16,20.3,68.97
"Sunday, January 2, 2022",23,15.5,20,76.89
"Monday, January 3, 2022",25.5,16,20.8,70.07
"Tuesday, January 4, 2022",25,16,20.6,71.6
"Wednesday, January 5, 2022",25.5,14,19.6,79.15
"Thursday, January 6, 2022",25,15,19.8,75.78
"Friday, January 7, 2022",28,18,22.4,70.33
"Saturday, January 8, 2022",28,18,22.6,66.82
"Sunday, January 9, 2022",27.1,17,22.1,67
"Monday, January 10, 2022",28,18,23.2,65
"Tuesday, January 11, 2022",27,19,23.1,70.5
"Wednesday, January 12, 2022",24,20,22,71
"Thursday, January 13, 2022",27,19,22.6,66.5
"Friday, January 14, 2022",23,18,20.3,72.4
"Saturday, January 15, 2022",25,18,20.7,71.8
"Sunday, January 16, 2022",25,17.5,20.8,68.6
"Monday, January 17, 2022",25,16,20.5,69.5
"Tuesday, January 18, 2022",26,16,20.8,67.4
"Wednesday, January 19, 2022",26,17,20.7,68
"Thursday, January 20, 2022",25,15,19.6,72.7
"Friday, January 21, 2022",24,16.5,20.1,73.3
"Saturday, January 22, 2022",24,15.5,20.3,72.6
"Sunday, January 23, 2022",25.5,17,21,71.9
"Monday, January 24, 2022",25.1,18,21.2,70.6
"Tuesday, January 25, 2022",24,17,20.8,71.1
"Wednesday, January 26, 2022",24,17,20.8,78.8
"Thursday, January 27, 2022",24,17,20.1,72.7
"Friday, January 28, 2022",24,15,19.3,65
"Saturday, January 29, 2022",22,12,17.4,64.8
"Sunday, January 30, 2022",23.5,13,18.2,66.1
"Monday, January 31, 2022",25,15.5,19.8,74.8
"Tuesday, February 1, 2022",25,15.5,19.8,74.8
